      -0.167      -0.357       0.583       0.000       0.739       0.556      -0.500      -0.250      -0.800       1.000      -0.200      -0.600       0.714       0.714      -1.000       0.687      -1.000      -1.000      -1.000      -1.000      -1.000       0.046      -1.000       0.906      -1.000      -1.000      -1.000      -0.279       0.205       0.311
       0.583       0.857       0.583       0.214      -0.739       0.333      -0.750      -0.750       0.800       1.000      -0.600      -0.400      -0.714       0.429       0.517      -1.000      -0.163       0.769      -1.000      -1.000      -1.000      -1.000      -0.453       0.891       0.361       0.110       0.387      -1.000      -0.492      -0.031
      -0.750       0.500       0.083      -0.214       0.478       0.778       0.750       0.000       1.000      -0.200       0.600      -1.000       1.000      -0.143      -1.000       0.374      -1.000      -1.000      -1.000      -1.000      -1.000      -0.155      -1.000      -0.574       0.515      -1.000       0.386      -1.000       0.069       0.462
      -0.667      -0.214       0.750      -0.857       0.913      -1.000       0.250       0.000       0.400      -0.600       0.200      -0.400      -1.000      -1.000      -1.000      -1.000       0.415      -1.000      -1.000      -1.000      -1.000      -1.000      -1.000       0.462      -1.000      -0.100      -1.000      -1.000       0.501       0.298
       0.750       1.000      -0.750      -0.429      -0.739       0.333      -1.000       1.000      -0.800      -0.600       0.200       1.000      -0.429      -0.429       0.869      -1.000      -1.000      -1.000      -1.000      -1.000      -1.000      -1.000       0.455      -1.000      -1.000      -0.734      -0.668      -1.000       0.595       0.742
       0.083       0.714       0.333      -0.857      -0.304      -0.333       0.250      -0.750       0.000       0.200       0.200      -0.400      -0.429      -0.429      -0.806      -1.000       0.662      -1.000      -1.000      -1.000      -1.000      -0.353      -1.000      -1.000      -1.000      -1.000      -1.000      -0.307       0.107       0.689
      -0.500       0.714      -0.583       0.286       0.478      -1.000       0.000       1.000       0.800       0.200      -1.000      -0.200      -1.000      -1.000      -1.000      -0.026      -1.000      -1.000      -1.000      -1.000      -1.000      -0.177      -1.000      -1.000      -1.000      -0.885      -0.856      -0.815       0.402       0.605
       0.083      -0.643      -0.167      -0.429       0.913      -1.000       0.250       0.000       0.000      -0.600      -0.200      -1.000      -0.429       0.143       0.822      -1.000      -1.000      -1.000      -1.000      -1.000      -1.000      -1.000       0.920       0.595       0.148      -0.689      -0.611      -0.498      -0.061       0.032
       0.333       1.000       0.750       0.000       0.739      -0.111      -1.000      -1.000       0.800       1.000       1.000       0.400       0.714      -1.000      -1.000      -1.000      -1.000      -1.000      -1.000      -1.000      -1.000      -1.000      -1.000      -1.000      -1.000      -1.000      -1.000      -1.000       0.825       0.866
      -0.167       0.500       0.833       0.286      -1.000       1.000       0.250       0.000       1.000      -0.200      -1.000      -0.600       0.143       0.143      -1.000       0.400      -1.000      -0.370      -1.000      -1.000      -1.000       0.163      -1.000      -1.000      -1.000      -0.698      -1.000      -0.512       0.154       0.635
