       0.333      -0.429       0.333       0.214      -0.739      -0.333      -0.250       0.750      -0.400      -0.600      -1.000       0.200      -0.714      -0.143      -0.769      -1.000       0.175      -1.000      -1.000      -1.000      -1.000      -1.000      -1.000       0.820      -0.963      -0.085      -1.000      -1.000       0.509       0.338      -0.073
       0.750       0.000       0.083       0.714       0.043       0.333      -1.000      -1.000       0.800       0.200       1.000       0.000       0.143      -0.429      -1.000      -1.000       0.048      -1.000      -1.000      -1.000      -1.000      -1.000       0.228      -0.185      -1.000      -1.000      -0.161      -1.000       0.111       0.507      -0.063
      -1.000       0.214       0.083      -1.000      -0.739       0.333       0.500      -1.000      -0.200      -1.000      -1.000       0.200       0.429       1.000       0.732       0.746      -0.128       0.670      -0.531      -1.000       0.280       0.388       0.179      -0.163      -0.241       0.127      -1.000      -1.000      -0.072       0.366      -0.051
      -0.167      -0.429       0.833       0.286      -1.000       1.000       0.000       1.000       1.000      -1.000      -0.200       0.200      -1.000       0.714       0.891      -0.443      -0.208      -1.000      -1.000      -1.000      -1.000      -1.000      -1.000       0.548      -1.000      -0.522      -0.402      -1.000       0.223      -0.183      -0.058
       0.833       0.786       0.750       0.000      -0.304      -0.333      -0.500       1.000      -0.200       0.600       0.600       0.200       0.714       0.714      -1.000      -1.000       0.818       0.808      -1.000      -1.000      -0.098      -1.000      -1.000      -0.144      -1.000      -0.206      -1.000      -1.000      -0.354       0.534      -0.092
       0.583       0.214       0.333       1.000      -0.043       0.111      -0.500       0.500       0.200       1.000      -1.000      -0.600       0.714      -1.000      -1.000      -1.000       0.742       0.875      -1.000      -1.000      -1.000      -1.000      -1.000      -0.081      -1.000      -1.000      -1.000       0.157       0.468       0.595      -0.092
       0.583      -0.214       0.750      -0.857      -0.739      -1.000      -0.250      -0.750      -0.400       0.200      -1.000      -0.600      -0.714      -0.143      -1.000      -0.243      -0.496      -1.000      -0.663      -0.192      -1.000       0.009       0.701       0.615      -1.000      -1.000      -1.000      -1.000      -0.326       0.354      -0.054
      -1.000       0.214       0.583      -0.214       0.739      -0.111      -0.750       0.750       0.400       0.200       0.600      -0.200       0.143       0.143      -1.000      -0.372       0.742      -0.965      -1.000      -1.000      -1.000       0.275       0.249      -0.668      -1.000      -0.627      -0.534      -0.399       0.329      -0.300      -0.047
       0.333      -0.429       0.833       0.786       1.000       0.333       0.250       0.000      -0.600      -0.200       0.200       1.000       0.714       0.143      -0.042      -0.404      -1.000      -1.000      -1.000      -1.000      -1.000      -1.000      -1.000      -0.503      -1.000      -1.000      -1.000      -0.762       0.400       0.249      -0.110
       0.750      -0.857       0.333       0.000       0.043       0.333      -0.750       0.750      -0.800      -0.600      -1.000       1.000       0.429       1.000      -0.525      -0.656      -0.718      -1.000      -1.000      -1.000      -1.000       0.245       0.308      -0.941      -1.000      -0.773      -0.716      -0.633       0.338      -0.132      -0.051
       0.583       0.429      -0.333      -0.286       0.913      -1.000       0.750      -0.750      -0.800      -0.600      -1.000       0.600      -0.714      -0.714      -0.632       0.584      -1.000      -1.000      -1.000      -1.000      -1.000      -1.000       0.196      -1.000      -1.000      -0.433      -1.000      -1.000       0.778      -0.356      -0.090
